User ID,Timestamp,Campaign,Conversion,Channel_Direct Traffic,Channel_Display Ads,Channel_Email,Channel_Referral,Channel_Search Ads,Channel_Social Media
10028,2025-02-10 01:44:12,Discount Offer,Yes,False,False,False,False,True,False
10028,2025-02-11 01:03:57,-,Yes,False,True,False,False,False,False
10045,2025-02-10 17:20:43,Discount Offer,No,False,False,False,False,True,False
10045,2025-02-11 18:44:15,New Product Launch,Yes,False,True,False,False,False,False
10062,2025-02-10 15:42:42,Brand Awareness,No,False,False,False,False,False,True
10062,2025-02-10 22:00:18,-,No,True,False,False,False,False,False
10062,2025-02-11 21:10:27,Brand Awareness,Yes,False,False,True,False,False,False
10068,2025-02-10 07:07:39,-,Yes,False,False,False,False,True,False
10068,2025-02-11 08:05:04,Retargeting,No,False,False,False,False,False,True
10068,2025-02-11 10:14:02,Brand Awareness,Yes,False,False,False,False,False,True
10068,2025-02-11 11:39:02,New Product Launch,Yes,False,False,False,False,True,False
10068,2025-02-11 23:05:58,Winter Sale,No,False,False,False,False,False,True
10095,2025-02-10 07:07:27,Retargeting,Yes,False,True,False,False,False,False
10095,2025-02-10 21:59:46,Retargeting,Yes,False,False,True,False,False,False
10095,2025-02-11 01:37:25,New Product Launch,Yes,False,False,False,True,False,False
10095,2025-02-11 08:09:00,-,No,False,True,False,False,False,False
10095,2025-02-11 18:45:58,Retargeting,Yes,False,False,False,False,True,False
10095,2025-02-11 23:24:48,-,Yes,False,False,False,True,False,False
10120,2025-02-10 09:11:15,Winter Sale,No,False,False,False,True,False,False
10120,2025-02-10 16:31:20,Winter Sale,Yes,False,False,True,False,False,False
10120,2025-02-11 04:33:28,New Product Launch,No,False,False,False,True,False,False
10120,2025-02-11 10:21:03,-,No,True,False,False,False,False,False
10120,2025-02-11 13:11:00,-,Yes,True,False,False,False,False,False
10167,2025-02-10 03:16:22,Retargeting,No,False,False,False,False,False,True
10167,2025-02-10 14:59:06,Brand Awareness,No,False,True,False,False,False,False
10167,2025-02-11 22:03:25,Brand Awareness,Yes,False,True,False,False,False,False
10172,2025-02-10 21:07:20,Brand Awareness,No,False,False,True,False,False,False
10172,2025-02-11 18:20:42,Winter Sale,Yes,False,False,False,True,False,False
10202,2025-02-10 03:02:26,New Product Launch,No,False,True,False,False,False,False
10202,2025-02-10 09:47:32,-,Yes,True,False,False,False,False,False
10202,2025-02-10 10:05:57,New Product Launch,Yes,False,True,False,False,False,False
10202,2025-02-10 13:33:07,Retargeting,Yes,False,False,False,False,False,True
10202,2025-02-11 21:53:40,New Product Launch,Yes,False,False,False,False,True,False
10255,2025-02-10 01:10:54,New Product Launch,No,False,False,False,False,False,True
10255,2025-02-10 05:49:14,Winter Sale,No,False,False,False,True,False,False
10255,2025-02-10 22:47:49,-,Yes,True,False,False,False,False,False
10255,2025-02-11 02:38:51,New Product Launch,Yes,False,False,False,False,False,True
10271,2025-02-10 02:48:29,Discount Offer,Yes,False,False,False,False,False,True
10273,2025-02-10 17:33:44,Brand Awareness,Yes,False,False,False,False,False,True
10303,2025-02-10 06:08:23,-,No,True,False,False,False,False,False
10303,2025-02-10 09:14:15,Discount Offer,Yes,False,False,False,True,False,False
10306,2025-02-10 11:52:10,Discount Offer,Yes,False,False,False,False,False,True
10306,2025-02-10 14:47:38,Discount Offer,Yes,False,False,False,False,True,False
10317,2025-02-10 01:16:41,Discount Offer,No,False,False,True,False,False,False
10317,2025-02-10 04:33:40,-,No,True,False,False,False,False,False
10317,2025-02-10 08:17:38,-,Yes,False,False,False,False,False,True
10317,2025-02-10 09:29:31,Brand Awareness,Yes,False,False,False,True,False,False
10317,2025-02-11 01:39:29,Discount Offer,No,False,False,False,False,False,True
10317,2025-02-11 09:14:56,New Product Launch,No,False,False,False,False,True,False
10317,2025-02-11 16:55:59,Brand Awareness,Yes,False,True,False,False,False,False
10341,2025-02-10 18:53:12,Winter Sale,No,False,True,False,False,False,False
10341,2025-02-10 21:08:00,-,Yes,False,True,False,False,False,False
10341,2025-02-11 21:07:37,Winter Sale,Yes,False,False,True,False,False,False
10374,2025-02-10 12:42:37,New Product Launch,Yes,False,False,True,False,False,False
10374,2025-02-11 12:58:04,New Product Launch,No,False,False,False,False,True,False
10374,2025-02-11 20:39:59,-,No,True,False,False,False,False,False
10378,2025-02-10 04:44:53,-,Yes,False,False,False,False,True,False
10378,2025-02-11 05:56:27,Discount Offer,Yes,False,False,False,False,False,True
10378,2025-02-11 21:26:36,Brand Awareness,Yes,False,False,False,True,False,False
10414,2025-02-11 06:40:19,Brand Awareness,No,False,False,False,True,False,False
10414,2025-02-11 09:07:12,Brand Awareness,No,False,False,False,False,False,True
10415,2025-02-10 02:46:42,-,Yes,False,False,False,False,False,True
10415,2025-02-10 22:16:20,-,Yes,True,False,False,False,False,False
10415,2025-02-11 03:42:40,New Product Launch,No,False,False,True,False,False,False
10415,2025-02-11 09:28:54,Discount Offer,Yes,False,False,True,False,False,False
10426,2025-02-10 04:18:01,Winter Sale,Yes,False,False,False,True,False,False
10426,2025-02-11 12:48:22,-,Yes,True,False,False,False,False,False
10442,2025-02-10 05:15:54,-,Yes,True,False,False,False,False,False
10442,2025-02-10 19:54:14,Winter Sale,Yes,False,False,False,False,True,False
10442,2025-02-11 00:26:14,New Product Launch,No,False,False,False,False,True,False
10442,2025-02-11 11:06:22,Winter Sale,No,False,False,False,False,False,True
10442,2025-02-11 20:30:32,-,Yes,False,False,True,False,False,False
10442,2025-02-11 20:42:25,New Product Launch,Yes,False,False,False,False,False,True
10466,2025-02-10 00:48:02,New Product Launch,No,False,True,False,False,False,False
10466,2025-02-10 04:03:49,-,No,False,False,False,False,False,True
10466,2025-02-11 23:16:09,-,Yes,True,False,False,False,False,False
10518,2025-02-10 03:46:35,Winter Sale,No,False,False,False,False,False,True
10518,2025-02-10 18:33:25,Winter Sale,No,False,False,False,False,False,True
10518,2025-02-10 19:04:22,New Product Launch,Yes,False,False,False,True,False,False
10518,2025-02-11 12:17:20,-,Yes,False,False,False,True,False,False
10556,2025-02-10 03:02:41,-,No,False,False,False,True,False,False
10556,2025-02-10 16:42:22,-,No,True,False,False,False,False,False
10556,2025-02-10 20:13:06,New Product Launch,Yes,False,True,False,False,False,False
10556,2025-02-11 15:07:03,-,No,True,False,False,False,False,False
10566,2025-02-10 09:32:33,-,Yes,True,False,False,False,False,False
10614,2025-02-11 15:09:04,Winter Sale,No,False,False,False,False,True,False
10614,2025-02-11 23:44:28,Brand Awareness,No,False,False,False,False,False,True
10654,2025-02-10 00:46:47,Winter Sale,No,False,False,False,True,False,False
10654,2025-02-10 02:38:51,-,No,False,False,False,False,True,False
10654,2025-02-10 03:50:37,Winter Sale,No,False,False,False,False,True,False
10654,2025-02-10 08:53:24,-,Yes,False,False,True,False,False,False
10654,2025-02-11 03:32:31,-,Yes,False,True,False,False,False,False
10654,2025-02-11 04:44:49,New Product Launch,No,False,False,False,False,True,False
10654,2025-02-11 09:46:28,-,Yes,True,False,False,False,False,False
10654,2025-02-11 17:14:00,Retargeting,Yes,False,False,True,False,False,False
10654,2025-02-11 19:49:54,Discount Offer,Yes,False,True,False,False,False,False
10654,2025-02-11 22:26:45,New Product Launch,No,False,False,False,False,False,True
10665,2025-02-10 03:47:31,Winter Sale,Yes,False,False,False,True,False,False
10665,2025-02-11 20:27:41,Retargeting,Yes,False,False,False,True,False,False
10668,2025-02-10 16:40:19,-,No,True,False,False,False,False,False
10668,2025-02-10 18:19:25,-,Yes,True,False,False,False,False,False
10668,2025-02-10 21:26:54,-,No,True,False,False,False,False,False
10668,2025-02-11 07:39:45,Retargeting,Yes,False,False,False,True,False,False
10668,2025-02-11 13:34:11,New Product Launch,Yes,False,False,False,False,True,False
10668,2025-02-11 14:54:39,-,No,True,False,False,False,False,False
10668,2025-02-11 23:44:14,Brand Awareness,No,False,True,False,False,False,False
10673,2025-02-10 02:33:37,Retargeting,Yes,False,True,False,False,False,False
10673,2025-02-11 04:08:41,-,Yes,True,False,False,False,False,False
10673,2025-02-11 05:18:03,-,No,False,False,False,True,False,False
10673,2025-02-11 12:48:55,New Product Launch,Yes,False,False,False,True,False,False
10685,2025-02-10 01:43:44,Brand Awareness,Yes,False,True,False,False,False,False
10685,2025-02-10 07:03:55,Brand Awareness,No,False,False,False,True,False,False
10685,2025-02-10 22:21:01,New Product Launch,Yes,False,False,False,False,True,False
10685,2025-02-11 01:30:05,-,Yes,False,False,True,False,False,False
10685,2025-02-11 06:18:13,Discount Offer,Yes,False,False,True,False,False,False
10685,2025-02-11 10:08:31,-,No,False,True,False,False,False,False
10690,2025-02-10 02:17:10,-,Yes,False,True,False,False,False,False
10690,2025-02-10 07:40:34,Discount Offer,Yes,False,True,False,False,False,False
10690,2025-02-10 08:32:38,-,No,False,True,False,False,False,False
10690,2025-02-10 19:03:13,Discount Offer,Yes,False,False,True,False,False,False
10690,2025-02-11 04:20:14,New Product Launch,No,False,False,False,False,True,False
10698,2025-02-10 02:15:56,New Product Launch,No,False,False,False,True,False,False
10698,2025-02-10 08:31:40,Retargeting,No,False,False,False,False,True,False
10698,2025-02-11 03:23:43,Brand Awareness,No,False,True,False,False,False,False
10766,2025-02-10 15:17:42,Brand Awareness,Yes,False,False,False,False,False,True
10781,2025-02-10 15:32:49,Winter Sale,No,False,True,False,False,False,False
10781,2025-02-11 19:41:16,-,No,True,False,False,False,False,False
10843,2025-02-11 05:15:46,Winter Sale,Yes,False,False,True,False,False,False
10843,2025-02-11 09:02:32,Brand Awareness,No,False,False,False,True,False,False
10919,2025-02-10 00:51:13,-,No,True,False,False,False,False,False
10919,2025-02-10 14:14:04,Brand Awareness,No,False,False,False,True,False,False
10925,2025-02-10 03:51:38,Brand Awareness,Yes,False,False,True,False,False,False
10925,2025-02-10 08:24:46,Discount Offer,No,False,False,False,False,True,False
10925,2025-02-11 10:45:43,Retargeting,No,False,True,False,False,False,False
10925,2025-02-11 15:42:44,Winter Sale,No,False,False,False,True,False,False
10925,2025-02-11 17:18:38,-,Yes,False,False,False,True,False,False
10925,2025-02-11 17:49:56,-,Yes,False,False,False,False,True,False
11007,2025-02-11 22:53:37,Retargeting,No,False,False,False,True,False,False
11058,2025-02-11 12:21:17,Brand Awareness,No,False,False,False,False,True,False
11058,2025-02-11 16:27:33,Winter Sale,No,False,False,True,False,False,False
11058,2025-02-11 22:50:54,Brand Awareness,Yes,False,False,False,True,False,False
11107,2025-02-10 17:44:11,-,No,False,False,False,True,False,False
11107,2025-02-10 23:07:49,Brand Awareness,Yes,False,False,False,False,False,True
11177,2025-02-10 00:03:01,New Product Launch,No,False,True,False,False,False,False
11177,2025-02-10 10:57:40,-,Yes,False,False,False,False,True,False
11177,2025-02-11 13:25:23,New Product Launch,No,False,False,False,False,True,False
11186,2025-02-10 02:52:01,Winter Sale,Yes,False,False,False,False,False,True
11186,2025-02-11 15:47:44,Discount Offer,Yes,False,False,False,False,False,True
11209,2025-02-10 22:14:31,Winter Sale,No,False,False,True,False,False,False
11209,2025-02-10 22:18:23,-,No,True,False,False,False,False,False
11209,2025-02-10 23:08:34,-,No,True,False,False,False,False,False
11233,2025-02-10 07:59:45,Discount Offer,Yes,False,False,True,False,False,False
11233,2025-02-11 08:04:35,Brand Awareness,No,False,False,False,True,False,False
11233,2025-02-11 10:16:36,New Product Launch,No,False,False,False,True,False,False
11233,2025-02-11 11:11:55,Winter Sale,Yes,False,False,True,False,False,False
11257,2025-02-10 13:08:16,Brand Awareness,No,False,False,True,False,False,False
11257,2025-02-10 20:20:56,Retargeting,Yes,False,True,False,False,False,False
11257,2025-02-10 20:24:51,Brand Awareness,Yes,False,False,False,False,False,True
11257,2025-02-10 22:01:51,-,Yes,False,False,True,False,False,False
11284,2025-02-10 01:04:47,Retargeting,No,False,True,False,False,False,False
11284,2025-02-10 04:46:50,New Product Launch,No,False,False,False,False,False,True
11284,2025-02-10 22:04:45,Discount Offer,No,False,False,True,False,False,False
11284,2025-02-11 08:40:50,-,No,False,False,False,False,False,True
11295,2025-02-10 05:48:22,Brand Awareness,Yes,False,False,False,False,False,True
11295,2025-02-10 05:52:58,Discount Offer,Yes,False,False,False,False,False,True
11295,2025-02-10 16:46:14,Discount Offer,No,False,False,False,False,False,True
11295,2025-02-10 23:25:57,Brand Awareness,Yes,False,False,False,True,False,False
11295,2025-02-11 15:05:31,-,Yes,False,False,False,True,False,False
11365,2025-02-10 11:21:30,Winter Sale,No,False,False,False,True,False,False
11365,2025-02-11 06:36:01,Retargeting,Yes,False,True,False,False,False,False
11396,2025-02-11 13:32:31,Brand Awareness,Yes,False,False,False,False,False,True
11416,2025-02-10 07:28:53,Discount Offer,No,False,False,False,True,False,False
11416,2025-02-10 13:02:14,Brand Awareness,No,False,False,False,False,False,True
11416,2025-02-10 19:35:18,-,No,True,False,False,False,False,False
11416,2025-02-10 22:26:31,-,Yes,True,False,False,False,False,False
11416,2025-02-11 01:40:45,Discount Offer,Yes,False,True,False,False,False,False
11416,2025-02-11 08:33:05,Brand Awareness,Yes,False,False,False,True,False,False
11416,2025-02-11 14:49:10,Winter Sale,Yes,False,False,True,False,False,False
11453,2025-02-10 13:36:37,Winter Sale,No,False,False,False,True,False,False
11453,2025-02-11 03:48:22,New Product Launch,No,False,True,False,False,False,False
11453,2025-02-11 10:59:19,New Product Launch,No,False,False,True,False,False,False
11453,2025-02-11 14:54:16,Winter Sale,No,False,False,False,True,False,False
11453,2025-02-11 23:35:12,Winter Sale,Yes,False,False,False,False,True,False
11503,2025-02-10 01:13:04,New Product Launch,Yes,False,False,True,False,False,False
11503,2025-02-10 14:32:44,Winter Sale,No,False,False,False,False,True,False
11503,2025-02-11 06:05:15,-,No,True,False,False,False,False,False
11503,2025-02-11 23:23:30,Winter Sale,No,False,False,False,False,False,True
11511,2025-02-10 11:16:24,-,Yes,False,False,False,True,False,False
11511,2025-02-10 14:46:31,-,No,False,True,False,False,False,False
11511,2025-02-10 20:30:01,Discount Offer,No,False,False,True,False,False,False
11511,2025-02-11 07:34:12,-,No,False,False,False,True,False,False
11511,2025-02-11 16:15:46,Retargeting,Yes,False,True,False,False,False,False
11611,2025-02-10 03:38:44,-,No,False,False,False,True,False,False
11611,2025-02-10 20:42:48,-,Yes,True,False,False,False,False,False
11611,2025-02-10 22:09:08,Brand Awareness,Yes,False,False,False,True,False,False
11611,2025-02-11 08:35:07,-,No,True,False,False,False,False,False
11661,2025-02-10 02:17:23,Retargeting,Yes,False,False,False,False,True,False
11661,2025-02-10 21:12:22,Brand Awareness,Yes,False,True,False,False,False,False
11661,2025-02-11 02:38:58,-,No,True,False,False,False,False,False
11661,2025-02-11 09:33:42,New Product Launch,No,False,False,False,False,True,False
11661,2025-02-11 12:43:39,Winter Sale,No,False,False,False,False,False,True
11661,2025-02-11 22:42:16,Brand Awareness,Yes,False,True,False,False,False,False
11686,2025-02-10 02:12:41,Winter Sale,No,False,False,True,False,False,False
11686,2025-02-10 12:59:29,-,Yes,True,False,False,False,False,False
11686,2025-02-10 14:22:56,Winter Sale,No,False,False,False,False,False,True
11686,2025-02-11 02:38:20,Discount Offer,No,False,True,False,False,False,False
11686,2025-02-11 21:41:43,Retargeting,Yes,False,False,False,False,True,False
11686,2025-02-11 22:31:30,Brand Awareness,Yes,False,False,False,True,False,False
11741,2025-02-10 00:47:29,Brand Awareness,No,False,False,False,True,False,False
11741,2025-02-10 07:51:33,Retargeting,Yes,False,True,False,False,False,False
11741,2025-02-10 23:08:27,Discount Offer,Yes,False,True,False,False,False,False
11741,2025-02-11 12:51:55,Discount Offer,No,False,False,False,True,False,False
11780,2025-02-10 09:12:43,New Product Launch,Yes,False,False,True,False,False,False
11780,2025-02-10 15:07:44,Brand Awareness,No,False,True,False,False,False,False
11780,2025-02-10 17:29:48,-,No,False,False,False,True,False,False
11780,2025-02-10 21:53:07,Winter Sale,No,False,True,False,False,False,False
11780,2025-02-11 13:49:28,Winter Sale,Yes,False,False,True,False,False,False
11780,2025-02-11 22:22:33,-,No,True,False,False,False,False,False
11784,2025-02-10 20:17:25,New Product Launch,Yes,False,True,False,False,False,False
11784,2025-02-11 01:00:07,New Product Launch,No,False,False,False,False,True,False
11784,2025-02-11 04:30:58,-,No,False,False,False,False,True,False
11784,2025-02-11 05:52:42,-,No,False,False,False,True,False,False
11784,2025-02-11 18:13:20,Winter Sale,No,False,False,False,False,False,True
11790,2025-02-10 03:44:22,-,Yes,False,False,False,True,False,False
11790,2025-02-10 14:29:18,Retargeting,No,False,False,False,False,True,False
11790,2025-02-10 23:43:39,Discount Offer,Yes,False,False,False,False,False,True
11790,2025-02-11 17:00:35,Brand Awareness,No,False,False,False,True,False,False
11790,2025-02-11 23:32:33,-,Yes,False,False,True,False,False,False
11798,2025-02-10 04:38:20,-,No,True,False,False,False,False,False
11798,2025-02-10 22:01:35,New Product Launch,Yes,False,False,False,False,True,False
11798,2025-02-11 10:28:04,Retargeting,Yes,False,False,True,False,False,False
11801,2025-02-10 01:14:32,New Product Launch,Yes,False,False,False,False,True,False
11801,2025-02-11 07:54:07,Winter Sale,Yes,False,False,False,False,False,True
11801,2025-02-11 13:36:35,Brand Awareness,Yes,False,False,False,False,True,False
11801,2025-02-11 23:54:33,-,Yes,True,False,False,False,False,False
11831,2025-02-10 12:16:29,Winter Sale,No,False,False,False,False,True,False
11831,2025-02-10 13:11:24,Discount Offer,Yes,False,False,False,False,False,True
11831,2025-02-10 21:45:42,New Product Launch,No,False,False,False,False,False,True
11831,2025-02-11 19:53:56,-,Yes,False,False,True,False,False,False
11831,2025-02-11 21:55:23,-,Yes,True,False,False,False,False,False
11831,2025-02-11 23:47:41,Brand Awareness,Yes,False,False,False,True,False,False
11835,2025-02-10 00:51:05,Brand Awareness,Yes,False,False,False,True,False,False
11835,2025-02-11 23:11:26,Discount Offer,No,False,False,False,False,False,True
11894,2025-02-10 00:40:55,-,No,True,False,False,False,False,False
11894,2025-02-10 03:13:42,Discount Offer,Yes,False,True,False,False,False,False
11894,2025-02-10 15:47:18,Brand Awareness,No,False,False,False,True,False,False
11914,2025-02-10 03:18:05,Brand Awareness,No,False,True,False,False,False,False
11914,2025-02-10 10:33:23,Brand Awareness,Yes,False,False,False,False,True,False
11914,2025-02-10 20:30:54,Discount Offer,Yes,False,False,True,False,False,False
11914,2025-02-11 08:53:43,Winter Sale,No,False,False,True,False,False,False
11917,2025-02-10 07:20:05,Retargeting,Yes,False,False,False,False,False,True
11917,2025-02-10 08:04:42,Retargeting,Yes,False,False,False,False,True,False
11917,2025-02-10 09:03:40,-,Yes,True,False,False,False,False,False
11917,2025-02-10 11:16:28,-,Yes,True,False,False,False,False,False
11917,2025-02-10 21:15:00,Winter Sale,No,False,False,True,False,False,False
11917,2025-02-11 06:50:31,New Product Launch,No,False,True,False,False,False,False
12077,2025-02-10 21:38:09,Discount Offer,No,False,False,True,False,False,False
12077,2025-02-11 21:10:11,-,No,False,False,False,False,False,True
12121,2025-02-10 07:13:37,Retargeting,Yes,False,False,False,False,True,False
12121,2025-02-10 21:05:23,-,Yes,False,False,False,False,False,True
12121,2025-02-10 22:14:41,Winter Sale,Yes,False,False,False,False,True,False
12121,2025-02-11 01:41:35,Winter Sale,Yes,False,False,False,False,True,False
12121,2025-02-11 12:17:12,Winter Sale,Yes,False,False,True,False,False,False
12217,2025-02-10 04:04:00,New Product Launch,Yes,False,False,True,False,False,False
12217,2025-02-10 09:29:16,New Product Launch,Yes,False,False,False,False,False,True
12217,2025-02-11 08:37:35,Retargeting,Yes,False,False,False,True,False,False
12217,2025-02-11 16:45:46,-,Yes,False,True,False,False,False,False
12225,2025-02-10 19:20:59,Brand Awareness,Yes,False,False,True,False,False,False
12248,2025-02-11 09:17:41,New Product Launch,No,False,False,False,True,False,False
12269,2025-02-10 18:19:23,Discount Offer,No,False,True,False,False,False,False
12269,2025-02-10 22:44:27,Discount Offer,No,False,False,False,False,False,True
12269,2025-02-11 21:01:18,Winter Sale,No,False,False,False,False,False,True
12275,2025-02-10 01:14:16,Discount Offer,Yes,False,False,True,False,False,False
12275,2025-02-10 02:33:51,-,No,True,False,False,False,False,False
12275,2025-02-10 04:43:05,Retargeting,Yes,False,False,False,False,True,False
12275,2025-02-10 08:39:31,-,No,True,False,False,False,False,False
12275,2025-02-10 13:27:29,Discount Offer,No,False,True,False,False,False,False
12275,2025-02-11 01:57:29,Discount Offer,No,False,False,True,False,False,False
12275,2025-02-11 16:58:09,Winter Sale,No,False,False,False,False,True,False
12275,2025-02-11 20:26:54,Discount Offer,No,False,False,False,False,True,False
12350,2025-02-10 07:45:29,-,No,True,False,False,False,False,False
12350,2025-02-10 20:53:34,-,Yes,True,False,False,False,False,False
12350,2025-02-11 12:54:32,Brand Awareness,No,False,True,False,False,False,False
12397,2025-02-11 03:02:02,Discount Offer,No,False,True,False,False,False,False
12397,2025-02-11 19:59:51,-,No,True,False,False,False,False,False
12410,2025-02-10 19:11:16,Retargeting,No,False,False,False,False,False,True
12410,2025-02-11 09:49:04,-,No,True,False,False,False,False,False
12432,2025-02-10 03:49:05,Discount Offer,No,False,False,False,False,True,False
12432,2025-02-10 15:54:32,-,No,True,False,False,False,False,False
12459,2025-02-10 02:12:45,New Product Launch,No,False,False,False,True,False,False
12459,2025-02-10 05:20:48,New Product Launch,Yes,False,False,False,False,False,True
12459,2025-02-10 22:45:28,-,Yes,False,False,False,False,False,True
12459,2025-02-11 00:20:21,Brand Awareness,Yes,False,False,False,False,False,True
12459,2025-02-11 15:32:25,-,Yes,True,False,False,False,False,False
12459,2025-02-11 21:08:54,Brand Awareness,Yes,False,False,False,True,False,False
12509,2025-02-10 14:03:42,Retargeting,Yes,False,True,False,False,False,False
12509,2025-02-11 16:37:55,Winter Sale,No,False,False,False,True,False,False
12509,2025-02-11 19:05:16,Discount Offer,Yes,False,False,False,False,False,True
12509,2025-02-11 19:28:53,Discount Offer,Yes,False,False,True,False,False,False
12641,2025-02-10 02:26:52,Winter Sale,Yes,False,True,False,False,False,False
12641,2025-02-10 14:05:24,Retargeting,Yes,False,False,False,False,False,True
12641,2025-02-11 14:33:00,-,No,True,False,False,False,False,False
12641,2025-02-11 22:29:17,Brand Awareness,No,False,False,False,True,False,False
12663,2025-02-10 07:28:31,Winter Sale,Yes,False,False,False,False,True,False
12663,2025-02-10 19:40:13,New Product Launch,No,False,True,False,False,False,False
12663,2025-02-11 08:38:56,Discount Offer,Yes,False,False,False,True,False,False
12663,2025-02-11 17:36:06,-,Yes,True,False,False,False,False,False
12712,2025-02-11 03:01:23,Winter Sale,Yes,False,False,False,True,False,False
